track_id,audio features,audio features1
720,"[-3.6475662603798393, -0.6604950221656085, -1.4052318444832332, 1.4085087679421202, -0.9804445722128725, -0.912718905978742, -0.6151636997726546, 0.9766619868183775, 0.6568553229791876, -0.18381705828159153]",663f2c4c45a5a1b6dc1740e0
734,"[-2.083113893635244, 0.1303961339682427, -0.9573866912351039, 0.24030489529354906, 0.10739885358543028, -1.5691405270992569, -1.0412625833398392, -1.2321674176315156, -0.0117986517829995, 0.627467934710285]",663f2c4c45a5a1b6dc1740e1
735,"[-0.8057475226037873, 1.523203644571775, 1.4809644658500212, -1.3568511083207953, -0.005261274906436848, 0.20849281378859882, -0.4501044918013176, 0.2375712793636451, 0.08706292685704563, 0.5959733032027029]",663f2c4c45a5a1b6dc1740e2
736,"[-1.9958385073844849, -0.6680934474122051, -0.7495387098228485, -0.49276418364798535, -0.47983357170042606, 0.7444416300760298, 0.6476736244456338, -0.7092847666945264, 0.12970155909337744, -0.6814825198791079]",663f2c4c45a5a1b6dc1740e3
737,"[-0.16265203546356954, 0.47020500662368453, 2.2918489972077847, -0.6360893151288458, -0.0415117227578412, 0.25493495598131094, -0.3908324042298525, 0.6621334804335297, -0.060275442724697946, 0.05462660942530223]",663f2c4c45a5a1b6dc1740e4
738,"[-2.062597385870859, 1.1584869394944963, -0.4928178766511081, -1.751766762722934, -1.3150910099495638, 1.0166023054723334, 0.032032202586834965, -0.7611695864817503, 0.40567845454801427, 0.3354510383167616]",663f2c4c45a5a1b6dc1740e5
739,"[-1.4211912110352278, 0.20432793306033062, -1.934082368989082, 1.0087744333780666, -1.030556527372518, -0.9828583071266667, -1.096755650094723, -0.8639807493862387, 0.2605921613371233, 0.0849137198362906]",663f2c4c45a5a1b6dc1740e6
740,"[-1.1517752050188925, -0.6518304191385054, 0.5882361131158383, -0.4517700430947391, 0.629777297883904, 0.03085623004221515, -0.4039884483750267, -0.9984139627368078, -0.11191027288463658, -1.023968640319806]",663f2c4c45a5a1b6dc1740e7
741,"[-0.5270619985106008, 0.07224364014052403, 0.9868139717982557, -0.6219704549111031, 0.9462872127203198, 1.06884070745479, -0.49679815690047396, 0.0997496103675779, -0.327116582283009, -0.1918579603059991]",663f2c4c45a5a1b6dc1740e8
742,"[-1.4886695431857508, 0.19258731052465733, 0.43010693497141234, 0.08719548449580282, 0.7234549808699632, -0.29082230562549133, -0.6478803414176915, -0.19419299188805852, -0.09734409900472925, -0.8697643808267558]",663f2c4c45a5a1b6dc1740e9
743,"[-3.4489519410426306, 0.7998221283135553, 1.191799699079237, 0.7322166572981985, -0.508885292689666, -0.6569107903853717, -0.6467975713075845, -1.4813696493090913, 0.3202243680305509, 0.15701891037566432]",663f2c4c45a5a1b6dc1740ea
744,"[0.6217590833193385, 1.0209098933460485, 1.5882621471342722, -1.0561204033940639, -0.12750556270540425, 0.06363513174224006, -0.23575451923384055, -0.6596558585295379, -0.11343924064925574, -0.2804409748931814]",663f2c4c45a5a1b6dc1740eb
745,"[-2.8788143651617326, 1.6256272276774832, 2.5189488008452563, -0.7060673831049286, -1.1206909568541366, 1.5233402102596383, 0.47197195661406893, -0.6546233748487221, 0.19926066763928788, -0.014769989769998883]",663f2c4c45a5a1b6dc1740ec
747,"[-0.45452054115695906, -0.17824892886168978, 1.0988198536792528, 0.13228825250998133, 0.11620871504631179, 0.5170213468241106, -0.3273905223628045, -0.7385243876961348, -0.11724524102183088, -0.9532539062128952]",663f2c4c45a5a1b6dc1740ed
748,"[-0.4909252442819317, 1.8371245790368327, 1.9916795696679046, -0.23196276735301488, 0.40880596234790473, 1.1956822745770523, -0.7175429344356273, -0.6529260725604249, 0.4231123501009215, 0.17430630542966066]",663f2c4c45a5a1b6dc1740ee
749,"[-2.248035426166164, 1.9793187569948314, 1.5370679457098957, -0.4692959891856511, -1.5103438247012624, 1.9624789736107169, 0.40934578718305814, -0.21395118750896586, 0.012958531548031092, 0.1954930494216477]",663f2c4c45a5a1b6dc1740ef
750,"[2.911463073524573, 3.8486915267018356, 1.9460561907238592, -1.0080274203075585, 1.241747550550903, 0.43009815793780204, -0.28529977093982023, -0.4004798671202552, 0.7100127260708146, 0.7435544665090337]",663f2c4c45a5a1b6dc1740f0
751,"[-4.002642419099312, -0.01589840126239066, 0.17516957465182167, 0.5881537522534632, -0.17641830154705868, -1.9062424343733677, -0.6347103891984097, -2.0169881982978772, 0.14678038561967374, 0.838717772118458]",663f2c4c45a5a1b6dc1740f1
752,"[-1.4040863201472935, -2.789833800642263, -1.3091332337797208, -0.40204967971350314, -1.432567212241177, 0.9989590308334835, 0.20796669841811724, -0.5833453663208467, 0.707451207535109, 0.5934544961525821]",663f2c4c45a5a1b6dc1740f2
753,"[0.025294558608391436, -0.26989990629399346, -1.0326363529898883, -1.3661024132482966, 0.2359401273965972, 0.25945475695712983, 0.07782796686367915, 0.36466041045928066, 0.4178737376763092, 0.32508153473166945]",663f2c4c45a5a1b6dc1740f3
754,"[0.06082058735353991, -1.8815997648333085, 0.7359419981285976, -0.5653388024878498, -0.10204813149915773, 0.36729659342608434, 0.4672307846937676, -0.39877272853576345, -0.4785580920612329, -0.05944506385433784]",663f2c4c45a5a1b6dc1740f4
755,"[-3.0521437027848943, 1.3836131451747011, -0.366269955837272, 0.532583805714108, 0.12639916715660557, -0.5711985855738987, 0.11730998171656357, -2.1962478246987596, 0.2403668841033222, 0.8535256902358359]",663f2c4c45a5a1b6dc1740f5
756,"[-0.1702667430888308, -0.31588293484868585, 0.7184843333297122, -1.1306127208703607, 0.937751422753386, 0.8015515579160373, -0.4101820290564722, -0.1787583562859019, 0.08246373232995971, 0.4183601989306775]",663f2c4c45a5a1b6dc1740f6
757,"[-2.9890547557002956, 1.4599850042656468, 2.118478120442168, 0.2677461452406629, -0.12178989619994822, 0.4517117318082947, -0.4974883354769641, -0.13344822427596484, 0.17016670839112494, -0.060247447529197994]",663f2c4c45a5a1b6dc1740f7
758,"[-0.4759046509517198, 0.8947825969510971, 1.3852527929437464, -1.7004987318052254, -0.24793284136266394, -0.41224859448023343, -0.04045459077978258, -1.6663212614572187, 0.4181384280837824, -0.04673827687462361]",663f2c4c45a5a1b6dc1740f8
759,"[-1.1748329950385414, 1.2836971171339384, -0.054088609789775, 0.7508455455358454, 0.7699883491169804, -1.1417653518986797, -0.6418591354741078, -1.272753300532102, 0.2062934825577399, 0.3475916965370908]",663f2c4c45a5a1b6dc1740f9
760,"[-0.9445416308970129, -0.16121238770178611, -1.2063448983443543, 0.6019607014172145, -0.02145297241210946, -2.082974764075845, -1.1337524588773633, -2.5665215636134833, 0.07735493367862667, 1.1936580820985743]",663f2c4c45a5a1b6dc1740fa
761,"[3.227496792058647, 6.734566914702859, 2.0877208219010535, -2.4413913760269494, 0.19736609631821844, 0.9615119272732265, -1.5538989729971513, -0.28622362849926863, 0.1204190583771343, 0.10159339851157752]",663f2c4c45a5a1b6dc1740fb
762,"[-3.0219469738525895, 1.8356236641051105, -0.7932446257125523, 1.8510952017143687, -0.6523975851808043, -0.5199636931479947, -0.23459928578208292, -0.47063191860550535, 0.960656976433702, 1.2263370361676154]",663f2c4c45a5a1b6dc1740fc
763,"[-1.2418426777236051, 0.7416870325550459, 0.7193672805290566, 1.3338548988405698, -0.8675964037868179, -0.0337872355042565, -1.2825845194729457, -0.5932178124714611, -0.6262683529644728, 0.22570219258718002]",663f2c4c45a5a1b6dc1740fd
764,"[1.0098782635107244, -0.049996430630661226, -0.9929488475547242, 2.1206237235547487, -0.5583957521992412, 0.6586346667649504, -0.8532899332328345, -1.260893118582763, -0.11925029231764196, 0.4826649050469164]",663f2c4c45a5a1b6dc1740fe
765,"[-3.949562737150635, 2.6755424105483745, 0.616304662664736, 1.629479668102699, -1.538386851286594, -0.2610986441783865, -0.7439940409794027, -0.80844890618739, 0.9850819694962434, 1.3478133280313978]",663f2c4c45a5a1b6dc1740ff
766,"[-0.7843068296807227, 0.6783360765245202, -0.6755379060460109, 2.0590187586421944, -0.8180976884753428, -0.24722740934659973, -0.8016164473038548, -0.3735455878908204, 0.0055606826331369985, 0.26840947096142775]",663f2c4c45a5a1b6dc174100
767,"[-3.577706184653873, 3.022600257893086, 0.0509720401317519, 1.7565564829155642, -0.9576102839981412, -0.40931094237879356, -0.4275360500047848, -0.7124996904120744, 0.7399656670170974, 0.932795222700342]",663f2c4c45a5a1b6dc174101
768,"[-2.698639722913915, 1.2878464885128906, 0.8399237079237604, 1.0242459887525226, -0.9792544125502954, 0.7245348413614632, -0.8588436519646385, -0.9115337447433506, -0.2507840226072908, 0.8559222308204898]",663f2c4c45a5a1b6dc174102
769,"[-3.3802057394856146, 3.064537246886307, -0.6086623373248435, 1.6280188466536376, -0.9358867779414645, -0.7553897679614023, -0.3202162721259217, -0.26495588385196267, 1.202280876604784, 1.3935387560289745]",663f2c4c45a5a1b6dc174103
770,"[-1.256328431797534, 1.6699169165442094, 1.9048348016070247, 1.078485796455363, -1.2604488479332856, 0.06909318674348476, -0.7832661370872933, -0.6524846847749095, -0.034273253402740955, 0.480727454865823]",663f2c4c45a5a1b6dc174104
771,"[-3.3979334618482366, 1.9799712497382032, 0.43989153127277786, 1.340286977953164, -0.37924855352450093, 0.29667841939035333, -0.656572796332461, -1.3058619035210313, 0.28965764040024583, 0.6193699602058268]",663f2c4c45a5a1b6dc174105
772,"[-0.45868796446129856, -0.3116266264172067, -0.4051395455819957, 1.3813650764999044, -0.7659279926085732, -0.19039822943281406, -0.5040462015745862, -0.7793845376807889, -0.2518566083652436, 0.3151149090550978]",663f2c4c45a5a1b6dc174106
773,"[-3.831043573480922, 3.0155796431435586, 1.4978067504916044, 0.9105918359260847, -1.597558997018226, 0.49194280976595856, -0.8084660716256914, -0.7890493904143839, 0.5029137781106039, 1.041877391126887]",663f2c4c45a5a1b6dc174107
774,"[-1.5726953421810699, 1.509693474947663, 1.3045611767158718, 0.9138877428629487, -1.0330279676677367, 0.25987268119617013, -0.4333504197927485, -0.8779667296483742, -0.5717938040880626, 0.36902990869664115]",663f2c4c45a5a1b6dc174108
775,"[-2.0925667326638204, 2.6833378513060926, 1.1284613477040757, 0.6722271958087508, -0.9400565048424712, 0.24674860852364114, -1.3577970615101915, -0.8742597142254601, -0.20651501008250495, 0.9044116697853306]",663f2c4c45a5a1b6dc174109
776,"[-2.700981331138543, 1.8089065546283376, 0.6311758303620452, 0.40752201967910784, -1.2292733270106586, 0.12336179208497684, -1.2103446257993313, 0.08150023054244898, -0.24289671797513968, 0.8143588721112283]",663f2c4c45a5a1b6dc17410a
777,"[-2.0459800138154156, -0.9208500063341455, 1.3628222533922796, -0.2853442069529414, 0.29727704696599944, -1.4654880588601864, 0.7585811650033965, 0.4258553195446483, 0.7528290191313273, 0.7653894423817995]",663f2c4c45a5a1b6dc17410b
814,"[4.085356404909519, -1.5262893377950777, -0.07352624611937983, -0.7739913088959508, -0.7485788756660493, 1.207290817095073, -0.453029305508816, 0.3682766200644777, -0.05678097379241276, 0.11537148764343597]",663f2c4c45a5a1b6dc17410c
819,"[-1.1366163542212908, 0.5518409150406515, 1.7555587190843138, -0.8009767475643833, 1.3131349977771263, -0.08541190091957872, 0.607272428424085, 0.4124052879838966, 1.1353682231489253, 0.4273296116007569]",663f2c4c45a5a1b6dc17410d
820,"[0.7773573951710073, 2.0988241279165423, 0.39199023561494833, 0.306549741441286, 0.925175652165532, 1.1749562854061752, 0.30888216202618946, -1.2620981626467054, -0.43346787521598895, -1.1423174883641742]",663f2c4c45a5a1b6dc17410e
821,"[-1.3519666783315833, -3.9817098037314747, 1.3324801379425282, -0.6604333512938977, -0.17241022622985358, -0.07497085758796368, -0.44020057902694326, 0.590013317651333, -0.5182778260226498, 0.5291093473783363]",663f2c4c45a5a1b6dc17410f
822,"[-0.5601337478589025, -3.4936489385285006, 0.5764288115189516, -0.837003881631046, 0.44944741710617425, -0.8474970563231653, -1.375486728540987, -0.5568223439685099, -0.057597563904394966, 0.1514065819186573]",663f2c4c45a5a1b6dc174110
823,"[-1.6833520101649269, -4.127521130087864, 0.9391529233123719, 0.16839345134186418, 1.8971521248593846, 0.08928423780381681, -0.5305251599505866, 0.17793236580566457, -0.4174386908520566, 0.7443801137670641]",663f2c4c45a5a1b6dc174111
824,"[-1.3319483890804162, -0.42735423136484263, -1.8285264443936022, 0.17033568078573066, -0.046684340923742275, 0.04841749563410949, 0.9085230132186788, -0.5597324727008878, -0.09472367399044156, -0.573011653956634]",663f2c4c45a5a1b6dc174112
825,"[-0.006768619868012319, 2.6736283171060045, -1.3774152782573406, 0.10468082025113373, 0.0172602271888491, -0.891077804997874, 0.6775730647221319, 0.049145329309777865, -0.7413969694332864, -1.0166342221979867]",663f2c4c45a5a1b6dc174113
826,"[-0.008678388801324322, 2.1007630682167355, -2.066398190898085, 0.368033620608568, 0.7722800089795859, 0.11965389719950625, 1.5658142803014208, -0.0927276716021569, -0.32986158409855854, -1.040141008657153]",663f2c4c45a5a1b6dc174114
829,"[-0.594476137274795, 0.9819050890447456, -1.3172288203523483, 0.12585937752992646, 1.1721232306822662, -1.4706503121364665, 0.604761195234089, -0.9273474993167876, 0.01267425119619266, -1.1929067037580803]",663f2c4c45a5a1b6dc174115
830,"[-1.0730800722871374, -0.9328699382273842, -1.3282052051448865, 0.02302113975520514, 0.5977876548620537, -0.48849783806451336, 0.9739320114343921, -0.3212100918815427, 0.182759803125057, -1.0095562907424496]",663f2c4c45a5a1b6dc174116
831,"[0.09221975906370525, -1.9525387728402614, 0.37521285212626015, 0.010901487906390216, 0.502542588695613, 0.23149241270878307, 0.24329537653909578, 0.20941643173227578, -0.1910122470455501, 0.30139144464754486]",663f2c4c45a5a1b6dc174117
832,"[-0.0065239812984027425, -1.1950237199527627, 0.1038606473417945, 0.5394433390652119, -0.8293705641569558, -0.1073211563608858, -0.41648244622636116, 0.08497169755410845, -1.3465127163889457, 0.655284651589438]",663f2c4c45a5a1b6dc174118
833,"[0.02780429839412151, -1.4116393424204696, 0.03298603793555605, -0.3074928633243859, -0.10516379041156433, 0.4001008647748693, 0.7992208225803069, 0.6965825576939697, -0.8487414065317623, 0.9394680608623025]",663f2c4c45a5a1b6dc174119
834,"[-0.1065676621159681, -2.527676207275699, 1.0365136057492834, 0.20084337637194916, 0.2670663930349571, 0.07418628700370064, 0.31990260293825185, 0.23537786236091943, -0.24806278006254348, 0.11215548825414723]",663f2c4c45a5a1b6dc17411a
835,"[-0.14447955487862882, -2.41060649255879, 0.676469670875561, -0.3796345660588257, 0.5959857150992973, 0.10312435569650587, 0.3661934348207262, 0.6259001079607557, 0.5216520479388308, 0.12512261231359062]",663f2c4c45a5a1b6dc17411b
853,"[5.692784879514762, 2.4008166434724107, -1.6619183883705926, 1.758991314146248, 1.5850596461183217, -0.058043126011900495, 0.023550355053811832, 0.2817044454916089, 1.2895883054908936, 1.383951179440545]",663f2c4c45a5a1b6dc17411c
854,"[-2.8970582668108147, 3.236650979982417, 1.5460679556260188, -0.5539108651024296, -0.4378471139449362, -0.5652066618929331, 0.7389260878804389, 1.2358227692356587, -0.14929400847628774, -0.39906248125677657]",663f2c4c45a5a1b6dc17411d
855,"[-3.1544116977736296, 0.7577386474492136, 1.4270557867977798, 0.6168048000973083, -0.693410850015373, 0.5761644433657528, -0.3566191096254355, -0.4416993939933948, 0.4212762609671433, -0.5921296879572054]",663f2c4c45a5a1b6dc17411e
858,"[-2.3838067774163796, 2.267826112527092, 1.998175372963262, 0.052551771337907734, -0.08881087920845701, 0.6050573626896105, -0.7926854402671502, -0.32292200280230243, 0.20387889877129348, -0.2653382764693229]",663f2c4c45a5a1b6dc17411f
861,"[-2.9794375317747956, 0.7287959568681868, 1.008585466920891, 0.5679036336465596, -0.07913053817714118, 0.6777919112062284, -0.5290840660047277, 0.4010557638572264, 0.2494376468804385, -0.6693252205281901]",663f2c4c45a5a1b6dc174120
863,"[-2.8729944300808063, 0.8081906598775669, 0.9869339361817101, 0.9060756036920515, -0.6410725111414459, 0.4667020015858227, -0.30038097400650726, -0.14214372277480292, 0.2552036626691026, -0.4515107923337545]",663f2c4c45a5a1b6dc174121
868,"[-1.8768867164607326, -4.057387392585167, 0.8323992599938324, -0.3227777795811715, -1.4118424027990863, -1.0962559248301307, 0.9202681816136185, -0.04529326971463832, 0.6297988018255891, -1.2251436316893383]",663f2c4c45a5a1b6dc174122
878,"[0.5085890486777775, -2.401101484019835, -1.0289914280824883, -0.3149189093950277, -0.6164357003892533, -0.6131314564408027, 0.11121893448679392, -0.023002605143328973, 0.026774155040837366, 0.42964752171046056]",663f2c4c45a5a1b6dc174123
881,"[5.228829216204803, 0.6876838848707357, -1.8604109682547763, 1.0230293319206358, -0.3728500790118019, 1.1410141052894898, -1.999485370322911, 3.146533371457714, 0.8619591030480067, -0.32713626708665544]",663f2c4c45a5a1b6dc174124
889,"[-1.1190615951174865, -3.0180789255398257, -0.414463035002118, 1.0573975108529123, 0.6074798207952691, 0.11937483065757439, 1.6438917094172303, -0.08658475379961544, 0.12072977125538284, 1.2270427991773125]",663f2c4c45a5a1b6dc174125
890,"[1.4513666998509924, -0.5142472133114702, -1.424730283212087, -0.8999319640845791, 0.5607684606923139, -1.523840338345363, 1.226875537755732, 2.3374583006847423, 1.2004876060885583, -0.08464125332119193]",663f2c4c45a5a1b6dc174126
891,"[3.635662247989376, -1.07186952473864, 0.8367078447059646, 0.38350551877354655, -0.2021901379218518, -0.5693779439642747, 0.7812693274041553, 0.5409037087046943, 0.8591718825724278, 0.9694657122959]",663f2c4c45a5a1b6dc174127
892,"[2.0598998043872667, -0.5179476668083168, -1.1604557226624217, 0.07322596145759545, 0.6586851779398827, -1.5871968884535872, 0.48331509596540234, -0.9356014279360151, 1.0395534109670737, -0.564649224425493]",663f2c4c45a5a1b6dc174128
893,"[3.219741828650046, -2.1322318234476545, 0.7092223209387521, 0.40197922655522256, -0.3954865706005902, -1.6614782089794125, 1.0053574432005432, -0.3305705152094981, 0.42853939044447753, 1.491886751737047]",663f2c4c45a5a1b6dc174129
894,"[2.814524733733431, -1.6111824725476311, -0.12921775023872975, 0.6983954843078796, -0.9739596278970117, -1.923261746077273, 0.5645475331030814, -0.9952678290779888, 0.9299914656671224, -0.10592055666630125]",663f2c4c45a5a1b6dc17412a
895,"[4.132821399306956, 0.3891324601467094, -1.3128459868272622, 1.7272960676499252, 1.2853574893577886, -0.45906327345810694, 0.7849782512821626, -0.6595552347494298, 2.1244843777396265, -0.6942497114990371]",663f2c4c45a5a1b6dc17412b
896,"[-0.3794987821969548, 1.504091978915742, -0.45521545363655713, 0.024181188113912917, 1.027453611328025, 0.4623870743157848, -1.0210465847058077, -0.27473451996349746, -0.13414495618995317, -1.0074665336150865]",663f2c4c45a5a1b6dc17412c
897,"[-4.884692582048951, 3.679701129644655, 1.545238813785761, -0.3493639944726686, -0.24260396802689269, -0.025131455516600194, -1.208590096310765, -0.3365695965013283, 0.5586312108168211, 0.7484213850800088]",663f2c4c45a5a1b6dc17412d
898,"[5.374731282944345, -2.3050357517858426, 0.5668043131015686, 0.11529799312560296, 1.7698847865015914, 2.5769726191987474, -0.14506416751303167, 0.2271346522453004, 0.7639724014341509, -0.3109371882950734]",663f2c4c45a5a1b6dc17412e
992,"[-2.9105090889970215, -2.530952614149449, 0.9006906464120531, 0.8365780999353363, -1.7881258696720275, 0.42863451058196506, -0.7304298821878551, 0.46983836275903973, 0.13506048565883677, 1.3103495798265559]",663f2c4c45a5a1b6dc17412f
993,"[-4.120127033420979, -0.4662328493359998, -0.9943666502741414, -0.9543370191691082, -1.0917292450695883, 0.1624942391552618, 1.61356983053441, 2.3992781367642055, -0.5174745243023057, 0.41561610305413216]",663f2c4c45a5a1b6dc174130
995,"[-0.8770117733919213, 2.3240288160307943, -0.18904952271404638, -0.025334730606911375, 0.7338162904863004, -0.9307172064705301, -0.5283523759652015, -1.2246597775774015, -0.08385393040753882, -0.9159797964268904]",663f2c4c45a5a1b6dc174131
997,"[-4.405047365810303, 1.4148542797052557, -0.25168888944277845, -0.6288570999806181, 0.5739733265043698, -0.2235055393234073, -0.3241710843569939, -0.9201948932628615, 0.46004974232124823, -0.46474028666285533]",663f2c4c45a5a1b6dc174132
998,"[-1.8803352484405584, 1.760663219787922, 0.8287597831267675, -1.0769627535494528, 0.6973500660090939, -0.6752635016210498, -0.7605886585522519, -1.1420460388477434, -0.2426730752898752, -0.9639837780319923]",663f2c4c45a5a1b6dc174133
1014,"[-2.2385574306010345, -0.47252356049252536, -1.5421322584826245, -0.18636738552604903, 0.1779137001462545, 0.502456330343122, 0.5155861341040824, -0.7909158586709504, -0.2787502369186747, -0.20671600310429258]",663f2c4c45a5a1b6dc174134
1015,"[-2.3630499411375174, -0.5356852513348507, -1.9934320768305884, -0.7604253129399985, 0.19844755713296797, 0.40909215378233516, 0.3023376786725759, -0.7987653473211394, -0.4250716082566665, -0.17967876854236023]",663f2c4c45a5a1b6dc174135
1016,"[-2.058503818801001, -0.1934355773046794, -1.6090750940369338, -0.0995806071153874, 0.2264338798028359, 0.5769914210703898, 0.5269373494561459, -0.8084239241204623, -0.41734378967231434, -0.3344168092526765]",663f2c4c45a5a1b6dc174136
1017,"[-1.9833270441819075, -0.07002043662153044, -1.1914297388384074, 0.6305043477076171, 0.2223267407300619, 0.2855945328346281, 0.3389220074832118, -0.6139396070172717, -0.48078839716299393, -0.37775884099267587]",663f2c4c45a5a1b6dc174137
1018,"[-2.0900127429094986, -0.569592508638319, -1.022351049822496, 0.1371631851368454, -0.45042203569249595, 0.7134478735088926, 0.9520276484290092, -0.6401689786078989, -0.1743795308755937, -0.4609540154935933]",663f2c4c45a5a1b6dc174138
1022,"[0.49804294215642964, -4.621221619626889, 1.5481916907469484, 0.6067023786953449, 0.25429851882655435, 0.2777236937015331, -0.011613788423400752, 0.5125321440640861, 0.5029286147804081, 0.5748249756331072]",663f2c4c45a5a1b6dc174139
1023,"[-0.356791441371065, -1.3010442916958356, -1.340413336086214, 0.3008552927780999, -0.29944799030738595, 0.598776263288572, 0.6932389168335553, -0.7315109230408182, 0.67324004900055, 0.2368060941546312]",663f2c4c45a5a1b6dc17413a
1028,"[-2.097855546141132, 0.8014646944673015, 0.8550999064904845, -0.42757548810915447, 0.06608938615700388, -0.4072815484543867, -0.40366715428077116, 0.007459057082039413, -0.023484288778005753, 0.2898681392993253]",663f2c4c45a5a1b6dc17413b
1029,"[-0.20014544205908116, -0.9632661848753927, -0.23386597453879424, -0.7938295538442105, 0.5712059668615136, 0.482952802737687, -0.13191432209153742, -0.0446280465847315, -0.014780594977572335, -0.15672400017374488]",663f2c4c45a5a1b6dc17413c
1039,"[-2.819021815042918, -0.6508415072311067, -0.8922798539143695, -0.623227073750062, -0.07696632100298424, -0.15899889170860554, -0.5257147861819854, 0.005201302692097437, -0.1424146488096012, -0.004362833256990531]",663f2c4c45a5a1b6dc17413d
1040,"[-1.7920674343850536, 1.1551980881555628, 0.35144221697038636, 0.7603112377659658, -0.20628829707866053, -1.1482652937084186, 1.2599004655888901, -0.6746375486140577, 0.15582007883830656, -0.5901281032727428]",663f2c4c45a5a1b6dc17413e
1041,"[0.8494332143087772, 2.2521212423666754, -1.2900343566622852, 3.301285656003067, 2.223288815526499, -1.9788734552705232, 5.141608114816032, 1.6428375404547073, -0.3372324732394736, 1.044644660501527]",663f2c4c45a5a1b6dc17413f
1042,"[-2.0931571143505927, -0.6156262924992141, -0.15875208896994625, 0.5726805569679411, 0.27198046439108303, 0.48514152976838437, 1.20030742882506, -0.3371008744321582, 0.035644990344122836, -0.7667092968925973]",663f2c4c45a5a1b6dc174140
1043,"[-0.9349285364521113, 2.3300732006291707, -0.2159580058943749, -0.2727266806218388, 0.5293205740709355, 0.24216252449739456, 0.258969751582253, 0.40352991518037545, 0.9656772719434001, -0.1322651112790186]",663f2c4c45a5a1b6dc174141
1044,"[-3.3460489539803318, -0.22130534356039225, 0.41552891528330543, 0.8095548948735257, 0.4560810692899874, 0.2805074072460609, -0.03181471896814232, 1.0624899198796323, 0.47477176053445685, -0.3345142568315578]",663f2c4c45a5a1b6dc174142
1045,"[-0.07129504042580069, -3.497304675171353, -1.2903035086937007, 1.5557184910346515, 1.905782950499796, 3.3584014941087883, 0.013044254099761333, -0.4954589262907192, -0.23377144474503295, 0.2844585227605757]",663f2c4c45a5a1b6dc174143
1046,"[-1.7328407850163239, 3.070536635288466, 1.1320372867204018, 1.9061470277872257, -0.38129454592096734, 0.6433590065473771, -0.41264615469845334, 1.7236588231854746, 1.2555134000247075, 0.3434497402372818]",663f2c4c45a5a1b6dc174144
1047,"[3.084809482777463, -0.8925309774072779, -1.600984191008471, -2.5556841360858553, 1.125083166726795, 0.5332233298723534, -1.5318568438830682, -3.066299552415763, -0.04384081305686548, 0.5910012468003293]",663f2c4c45a5a1b6dc174145
1048,"[2.210012141296134, -2.4390367965376583, -0.12912145591577845, 1.0464900214465571, -0.46350994078943664, 1.075032824502562, -0.011506325010384488, -1.0302963884251737, 0.6867878369299355, -0.5554581836797728]",663f2c4c45a5a1b6dc174146
1052,"[-2.2173086841755145, -0.6222474046300457, -0.7929736559682046, 0.3066172706665195, -1.2702002413198885, -0.24152270799801848, -1.1419551273736344, 0.50918908208593, 0.18304971723499916, 0.5016689500343537]",663f2c4c45a5a1b6dc174147
1058,"[-0.17269117397988243, -0.0896620858625606, -0.2754946812768905, 0.7493900992789613, 0.43416254462118686, -0.4170106523246715, 0.5524698101673389, -0.1837426147574744, -0.34947187497367455, -0.10481393137295641]",663f2c4c45a5a1b6dc174148
1059,"[0.4654629601079209, -0.09607236163223576, -0.05939065294501226, 0.6511134096373246, 0.31097981181382456, -0.07257202557475198, 0.13151918616472444, -0.519168531357327, 0.0680367100035354, 0.1259319286788314]",663f2c4c45a5a1b6dc174149
1060,"[-1.068831915672667, -0.6855003326840134, -0.8953259025193194, 0.5384847737937295, 0.013513551779762944, -0.30635398804440006, 0.20059613796051295, -0.43098869106260695, -0.2634975569006057, -0.35291674884092267]",663f2c4c45a5a1b6dc17414a
1061,"[-1.9479342180701869, 1.443439251265489, -1.1157153427940503, 0.480543482996505, 0.04034530047398638, 0.029127013378585694, -0.46595499216544367, 0.3041344021509781, 0.12623534193078845, 0.6328406029388239]",663f2c4c45a5a1b6dc17414b
1063,"[-1.5438295954899681, 1.1441778147575528, -0.03417856387918641, 0.29700063161132995, -0.4317539767395304, 0.383475091084212, -0.3068919226581468, 0.09373879467662782, -0.2587230210309832, -0.11890126090967001]",663f2c4c45a5a1b6dc17414c
1064,"[-1.376757779146489, 1.1720823816919788, -1.5465360115573634, 1.3092063694769613, -0.5779344722997912, -0.44296247226708374, -0.1655292555475511, 0.4244275796800807, -0.26443778727497547, 0.3602752120475478]",663f2c4c45a5a1b6dc17414d
1066,"[0.7368013707904834, -1.9711819436452511, -0.9817691664146506, -0.14787431054549183, 0.8103141096567272, 0.033052519672230454, -0.4518168546787092, 0.5459769383751053, 0.174688010673787, 0.33805301565485746]",663f2c4c45a5a1b6dc17414e
1068,"[-1.1764160076848489, -0.28024664655517567, 0.19169730602120838, -0.024483382846162766, 0.4483786726358621, -0.5875369116879291, 0.22599072799058337, -0.7401062119184446, 0.455354166392364, -0.07610226163579618]",663f2c4c45a5a1b6dc17414f
1069,"[-1.299691564891219, 0.6212089378080857, -0.19382522738658936, -0.480800850019857, 0.8421389205845222, -0.7932239916083662, -0.39849839634731554, -0.9717601284394566, -0.025212368470770526, -0.18275540780355404]",663f2c4c45a5a1b6dc174150
1071,"[0.8314234578138899, 0.29705555109122206, -0.35185868267731196, -0.12198102724132978, 0.7948891409832849, -0.9313274532262439, 0.2133739294737429, -0.420373271330962, -0.4032252345643321, 1.0883887415884392]",663f2c4c45a5a1b6dc174151
